Character,Dialogue,Sentiment
JOEL,"The weirder part is I think actually I recognize you. I thought that earlier in the diner. That's why I was looking at you. You work at Borders, right?",Positive
NICK,How'd you get this?,Negative
ANTHONY,Bob went to help his brother. I understand that and I can't help it if you don't.,Positive
DONNIE,It's like this big force... that's in your brain. But sometimes it grows bigger... and it spread down into your arms and legs... and it just sends you someplace.,Positive
SANDY,This is not my usual Friday night!,Negative
LEX,"The hypothetical temperature characterized by the absence of heat and even the slightest amount of molecular activity? Yeah, I'm vaguely familiar",Negative
JETSON,Warren Hubley was in middle management at a refinery... Joshua Strader operated a successful bar and nightclub...,Positive
HAMMOND,I been in a lot of bars where a white cop rousted me and some of the brothers. All those clowns ever had going for 'em was a gun and a badge...,Negative
THE COUNTESS,"Good, good, good... you'll enjoy it, you'll see. Julian is a gentleman.",Positive
KIMBALL,He had a yacht?,Negative
EDDIE,You're her Savior?  Is she the kid you're gonna save from the burning building?,Negative
RICK,"Of course. I'm a traditional guy... It's a traditional event.  Well, what do you think?",Positive
RODERICK,"But, for a time... a passing fancy?",Negative
LORD WEST,"Well, Mr. Cosgrove, I'll answer you point by point.  The King is exceedingly averse to make peers, as you know.  Your claim, as you call them, have been laid before him, and His Majesty's gracious reply was, that you were the most impudent man in his dominions, and merited a halter, rather than a coronet.  As for withdrawing your support from us, you are perfectly welcome to carry yourself whithersoever you please.  And, now, as I have a great deal of occupation, perhaps you will do me the favor to retire, or tell me if there is anything else in the world in which I can oblige you.",Positive
YVONNE,And so is your baby.  You've got more than just yourself to think of now!,Positive
ERICA,"Did you really steal a crippled kid's bicycle to make your deliveries, or is that just some bullshit story?",Negative
DONNIE,How does it feel to have a wacko for a son?,Negative
SHADOW,We still haven't found a connection between the victims.,Negative
WADE,Of course it happened. Why would I lie about it?,Negative
BIANCA,I'm not stupid enough to repeat your mistakes.,Positive
PILOT,Well... the crew is confined to the ship when we land at Clavius. We have to stay inside for the time it take to refit - about twenty-four hours. And then we're going to back empty.,Negative
STEED,Dyed in the wool. But I can admire someone who doesn't play by the rules.,Positive
JAKE,"Then what do you want to do, Miles? Run?",Negative
THE COUNTESS,"Yes, well, what I'm getting at is that there comes a time when it is psychologically impossible for a woman to lose her virginity. She can't wait too long, you know. Now, there's no reason why you must lose yours. I mean, just ponder it a bit, that's all.",Negative
ARON,"Very well, thank you. I'm with the County Family Services Department. Eve tells me you've been living in a bomb shelter most of your life.",Positive
HARDY,"Subtlety really isn't one of you finer points, is it, Osborne?",Negative
UGARTE,"Rick! Rick, help me!",Positive
UGARTE,"I forgot. You never drink with...  I'll have another, please.  You despise me, don't you?",Negative
PETERS,That means they didn't abandon ship.,Positive
WALLACE,I have been given nothing. God makes men what they are.,Positive
BADCHUCK,"You idiot, if he dives, he'll capsize the raft.",Negative
WADE,"I've been wondering if maybe Jack shot Twombley, instead of Twombley shooting himself. I've been wondering maybe Jack shot him on purpose.",Negative
LEON,But I understand what you mean.,Positive
MATT,"A friend of mine - yeah, really - his mother was terribly sick and she was dying, would you believe it?",Negative
DICKSON,"I hate to do this, but I've got to have time to dig up some help. I think I know where I can get some real cash. Snap into it, Sampson. We will lick this thing yet.",Negative
CANDY,"We have to wait and see. I think that, for *everything* in life, you have to wait and see.",Negative
HOMELESS MAN,I lost my job...,Negative
VON STRACK,Because His Majesty wishes it.,Positive
PINBACK,"Right, that synchronizes here. Okay, bomb, arm yourself.",Negative
VANESSA,"It's not that I'm drunk, I'm just beginning to see what my Mum was talking about.  What was my mother like back in the Sixties? I'm dying to know.",Positive
SEBASTIAN,You want to go home?,Positive
SYKES,"You were partners with him on some Slag -- uh, Newcomer real estate thing.",Negative
WADE,Got here just in time. Go ahead. Jump in line. Maybe you'll win a prize.,Positive
RAE,It's stupid... It's so fucking stupid!,Negative
MILO,Low enough to relay internet traffic.,Negative
STEPHEN,"-- He's gettin' good on those eggs. And y'know, he told me he actually likes the piano.",Positive
DAISY,"So, what do you do?",Negative
MANTAN,"No if you go with the flow, Tavis. That's what a lot of Negroes don't understand.  Protesting isn't gonna do a damn thing.  If people don't like our satire in our number one hit show then don't watch it.  Or better yet write your own show.  Do it better.",Negative
KIMBALL,Nothing like that. I'm just a private investigator.,Negative
NICK,You could fake it.,Negative
JOHN,"Well, it's just that the thought trying to charm up an erection in front of a woman, or alone for that matter, makes me want to die.",Negative
JEFFREY,"Hello, uh, my name is Jeffrey Beaumont. Is Detective Williams in?",Positive
NICK,"You're doing fine, Ich.  Now drop it, okay?",Positive
HOMER,Where'd she get you?,Negative
REYNOLDS,Thanks for the information.,Positive
MRS. DICKSON,"Don't be silly, Cyril. These are respectable people. They'd probably bore you to death.",Negative
STEPHEN,If you do it like that it'll open in the fire. Then you'll get burned and DIE.,Negative
DR. REDFIELD,"Now I want you to go back to the time you were in the woods with Lenny. Think of it like a movie. You can pause, rewind, or slow down any details you wish. Understand?",Negative
GROUCHO,"You've got a brain after all - and how you get along without it is amazing to me -- Now, who can I insult?...  Who do we owe money to?...  AMBASSADOR TRENTINO!  How about him?",Positive
BECKY,"If you want seconds, then I'll make sure it's hot enough for ya.",Positive
JAKE,"There are three people I trust -- him, him and a guy who got killed. I don't know who you are! You're like some stray dog that wandered into the house. So I'm telling you to cut loose of this. No one's looking for you, Not the King, not Moonan and not Gillette. Just go wherever it is you would go. It's over.",Negative
MRS. DICKSON,All right. I'll postpone the whole thing until tomorrow night.,Positive
CLIFF,"You know, I don't know.  And looking at you, I don't care.  It's been too long, Eve.",Negative
BRIAN,I'm sorry... I'm sorry I thought... I won't.,Negative
EDNA,"Homer was born *here*, in, what was it, 1922?",Negative
EDWARD,"In so many words, yes.",Positive
HICKS,We gotta figure on them getting into the complex.,Negative
RENAULT,"Rick, this is Major Heinrich Strasser of the Third Reich.",Positive
SANDY,Yeah. What are you doing now?,Positive
HEIDI,"Most guys tuck their porn under here, but all you have are... comp books.",Negative
ANTHONY,Yes. You just got to stick with it.,Negative
VANESSA,I haven't had fun like that since college.,Negative
RICK,The car for Debbie?,Negative
WADE,How about a Big Mac?,Negative
MR. ROSE,"That's right! A girl's gotta know how to defend herself, don't she?",Positive
GARY,"Rick, I really think I'm in love.",Positive
SYKES,"Jesus, are the questions too tough for you already?  Let's try again--  Is your name Porter?",Negative
DUNBAR,"He was sickly. Had that shaking thing, whatd'yacall it, epoxy?",Negative
RICK,"True, you're a lot handsomer now. Don't you have enough blood already?",Positive
CHARLIE,"Where is the subway station, please.",Negative
REED,Victor's better at these things.,Negative
KRAMER,"Watch your altitude, Striker. It's too erratic. You can't come straight in. You've got enough fuel left for two hours flying. You've got to stay up there 'til we get a break in the weather.",Negative
ROCCO,Shit!... Shit! He ain't here.,Negative
ICH,"Nick, you can't do this.",Negative
CHICO,"He could be playing solitaire, but I don't think so.",Negative
BOWMAN,"It doesn't have to be, Hal. It's more dangerous to be out of touch with Earth. Let me have manual control, please.",Negative
JACK,"You use two alternating, don't you?",Negative
JESSE,Here. Pound this and I'll join you.,Positive
JAKE,And we got rid of the red head.,Positive
CHAFFEY,"I can't find the second one, sir.",Negative
HAWK,Stan Lee couldn't think of a better one.,Negative
EMIL,A job??  As a plumber???  You think I come to America to work!,Negative
MUGGER,"Alright, how 'bout all your fuckin' money?",Negative
FRANK,Didn't think you would.  I'm going to go make the coffin.,Negative
JOHN,Yeah. I tend to tie up and abandon women I really want to see again too.,Negative
ROCCO,"Father, I'll do you right here.",Positive
HELEN,"Oh, Calvin, I'm not sure we should be making promises that perhaps can't be kept.",Negative
MR. LARSON,No. Loretta called. There's been a... a fire.,Negative
LASZLO,"Mr. Berger, the ring, could I see it again?",Negative
AMBER,"Loretta, don't do that.",Negative
POP,"Nah-nah-naw! You done done finally done it! Like a man done it. Done it right. I love you, you mean sonofabitch!",Positive
CYBER PUNDIT,Conglomerates're lined up to finance the launch of the remaining satellites. They'll pay him a huge premium to get on-line.,Positive
NICK,"A few minutes faster, we might've nailed him.",Negative
BOB,I don't want to talk about it.,Negative
ABBOTT,Never heard of it.,Positive
ALEXEI,Those aren't presents. That's normal friendship stuff,Negative
SLOAN,Why don't you answer?,Negative
STEED,"Red herring would have been too obvious, don't you think?",Negative
GILL,She's around. Always is.,Positive
BATEMAN,"So, wasn't Rothschild originally handling the Fisher account? How did you get it?",Negative
JESSE,"""Bank officials estimate the loss at fifty thousand dollars.""",Negative
REEF,But - what can we accomplish?,Negative
EDDIE,"Maybe I should just, ya know...turn to the cameras and say, do you mind if we just work something out?",Negative
CANDY,You just quit bein' a priest or somethin'?,Negative
HAROLD,Don't make me kick-ya where the good Lord split-ya.,Negative
DR. EVIL,"Scott my boy, come here. How was your day?",Negative
GORMAN,You wouldn't be going in with the troops.  I can guarantee your safety.,Positive
ANTHONY,"Well, I didn't do it, did I?",Negative
HELEN,We looked all over for you. What are you doing back here?,Negative
FRY GIRL #1,"What a surprise. Gladys Leeman's finally gonna go to State. And she'll probably ride on Becky's ass all the way to Nationals, too.",Positive
RENAULT,I see. How do I know you'll keep your end of the bargain?,Negative
HUDSON,He's coming in.  I feel safer already.,Positive
HADEN,"Yeah, I read the report...",Positive
JILL,Are we going in this?,Negative
SALIERI,"You do me too much honour, Sire.",Negative
ROSE,It is a big deal.,Positive
VANESSA,How do you know?,Negative
OLD SALIERI,"Yes, Father. Yes! So much for my vow of chastity. What did it matter? Good, patient, hard-working, chaste - what did it matter? Had goodness made me a good composer? I realized it absolutely then - that moment: goodness is nothing in the furnace of art. And I was nothing to God.",Positive
